pizzanev	darab	felvetel	kiszallitas
Góré	2	2006.11.29 18:40:00	2006.11.29 20:58:00
Nikó	1	2006.11.29 19:11:00	2006.11.29 21:40:00
Szőke kapitány	1	2006.11.29 19:16:00	2006.11.29 20:35:00
Erdő kapitánya	1	2006.11.29 19:19:00	2006.11.29 22:19:00
Szardíniás	1	2006.11.29 19:36:00	2006.11.29 20:25:00
Pástétomos	1	2006.11.29 20:27:00	2006.11.29 23:10:00
Son-go-ku	1	2006.11.29 20:32:00	2006.11.29 22:47:00
Erős János	1	2006.11.29 20:41:00	2006.11.29 23:09:00
Hawaii	1	2006.11.29 21:11:00	2006.11.29 22:51:00
Tündi kedvence	1	2006.11.29 21:57:00	2006.11.30 0:30:00
Tonhalas	3	2006.11.29 22:46:00	2006.11.30 0:24:00
Kiadós	1	2006.11.29 23:41:00	2006.11.30 2:14:00
Pipis	1	2006.11.30 0:29:00	2006.11.30 3:09:00
Zöldike	1	2006.11.30 0:52:00	2006.11.30 2:45:00
Király pizza	1	2006.11.30 1:16:00	2006.11.30 1:51:00
Góré	2	2006.11.30 1:45:00	2006.11.30 3:00:00
Magyaros	1	2006.11.30 2:35:00	2006.11.30 4:28:00
Popey	2	2006.11.30 3:02:00	2006.11.30 5:34:00
Pásztor	3	2006.11.30 3:30:00	2006.11.30 4:37:00
So-ku	1	2006.11.30 4:24:00	2006.11.30 7:02:00
Ínyenc	1	2006.11.30 4:54:00	2006.11.30 5:36:00
Frankfurti	3	2006.11.30 5:10:00	2006.11.30 5:37:00
Maffiózó	3	2006.11.30 5:36:00	2006.11.30 8:29:00
Tenger gyümölcsei	3	2006.11.30 6:09:00	2006.11.30 8:26:00
Hellas	1	2006.11.30 6:51:00	2006.11.30 8:27:00
Máj Fair Lady	3	2006.11.30 7:16:00	2006.11.30 7:48:00
Gyros pizza	1	2006.11.30 7:31:00	2006.11.30 10:42:00
Francia	1	2006.11.30 7:40:00	2006.11.30 10:11:00
Betyáros	1	2006.11.30 7:58:00	2006.11.30 9:11:00
Son-go-ku	2	2006.11.30 8:31:00	2006.11.30 11:43:00
Son-go-ku	1	2006.11.30 9:14:00	2006.11.30 12:02:00
Szalámis	1	2006.11.30 9:21:00	2006.11.30 10:09:00
Jobbágy	1	2006.11.30 9:36:00	2006.11.30 12:24:00
Főnök kedvence	1	2006.11.30 10:12:00	2006.11.30 11:12:00
Country	3	2006.11.30 10:56:00	2006.11.30 13:55:00
Magyaros	1	2006.11.30 11:27:00	2006.11.30 12:29:00
Kétszínű	3	2006.11.30 11:38:00	2006.11.30 12:46:00
Király pizza	3	2006.11.30 11:55:00	2006.11.30 13:35:00
Pipis	1	2006.11.30 12:09:00	2006.11.30 13:07:00
Sajtos	1	2006.11.30 12:30:00	2006.11.30 14:16:00
Főnök kedvence	1	2006.11.30 13:00:00	2006.11.30 14:56:00
Lecsó	1	2006.11.30 13:15:00	2006.11.30 15:08:00
Spanyol	1	2006.11.30 13:24:00	2006.11.30 14:33:00
Ínyenc	1	2006.11.30 14:00:00	2006.11.30 17:03:00
Maffiózó	3	2006.11.30 14:28:00	2006.11.30 17:04:00
Ilike	1	2006.11.30 15:11:00	2006.11.30 17:30:00
Pástétomos	3	2006.11.30 15:37:00	2006.11.30 17:13:00
Vega	1	2006.11.30 16:28:00	2006.11.30 17:08:00
Jobbágy	3	2006.11.30 16:58:00	2006.11.30 18:58:00
Jobbágy	1	2006.11.30 17:00:00	2006.11.30 18:16:00
Jázmin álma	2	2006.11.30 17:10:00	2006.11.30 18:09:00
Király pizza	1	2006.11.30 17:59:00	2006.11.30 19:40:00
Betyáros	1	2006.11.30 18:19:00	2006.11.30 20:48:00
Son-go-ku	1	2006.11.30 19:06:00	2006.11.30 20:08:00
Tenger gyümölcsei	2	2006.11.30 19:16:00	2006.11.30 20:47:00
Mexikói	2	2006.11.30 19:21:00	2006.11.30 21:10:00
Áfonyás	1	2006.11.30 19:39:00	2006.11.30 20:31:00
Pacalos	2	2006.11.30 20:27:00	2006.11.30 23:02:00
Ráki	3	2006.11.30 20:42:00	2006.11.30 23:32:00
Son-go-ku	1	2006.11.30 21:13:00	2006.11.30 22:29:00
Kolbászos	1	2006.11.30 22:00:00	2006.12.01 0:52:00
Quattro	1	2006.11.30 22:32:00	2006.12.01 0:42:00
Caribi	2	2006.11.30 23:04:00	2006.12.01 1:32:00
Juhtúrós	2	2006.11.30 23:52:00	2006.12.01 2:08:00
Erős János	1	2006.12.01 0:29:00	2006.12.01 3:11:00
Hellas	1	2006.12.01 1:15:00	2006.12.01 2:26:00
So-ku	3	2006.12.01 1:16:00	2006.12.01 3:11:00
Sajtos	1	2006.12.01 1:41:00	2006.12.01 2:29:00
Tüzes halál	1	2006.12.01 2:34:00	2006.12.01 5:12:00
Nordic	1	2006.12.01 3:31:00	2006.12.01 6:17:00
Excellent	3	2006.12.01 4:11:00	2006.12.01 5:27:00
Rettenetes magyar	1	2006.12.01 4:47:00	2006.12.01 6:50:00
Zöldike	1	2006.12.01 5:16:00	2006.12.01 6:02:00
So-ku	1	2006.12.01 5:29:00	2006.12.01 7:45:00
Juhtúrós	1	2006.12.01 5:32:00	2006.12.01 6:02:00
Sajtos	1	2006.12.01 5:35:00	2006.12.01 6:22:00
Füstös	1	2006.12.01 6:24:00	2006.12.01 6:57:00
Kagylós	1	2006.12.01 7:15:00	2006.12.01 8:09:00
Nyuszó-Muszó	1	2006.12.01 7:39:00	2006.12.01 10:48:00
Juhtúrós	2	2006.12.01 8:00:00	2006.12.01 11:02:00
Quattro	1	2006.12.01 8:51:00	2006.12.01 9:26:00
Ilike	1	2006.12.01 9:11:00	2006.12.01 12:14:00
Füstös	1	2006.12.01 9:26:00	2006.12.01 9:49:00
Lecsó	2	2006.12.01 9:59:00	2006.12.01 11:53:00
Mixi	3	2006.12.01 10:37:00	2006.12.01 10:57:00
Sonkás	1	2006.12.01 11:15:00	2006.12.01 14:02:00
Hamm	1	2006.12.01 11:15:00	2006.12.01 13:29:00
Babos	1	2006.12.01 11:57:00	2006.12.01 13:36:00
Juhtúrós	3	2006.12.01 12:07:00	2006.12.01 14:43:00
Lecsó	1	2006.12.01 12:57:00	2006.12.01 15:11:00
Tenger gyümölcsei	1	2006.12.01 13:11:00	2006.12.01 15:03:00
Erdő kapitánya	2	2006.12.01 13:46:00	2006.12.01 16:43:00
Füstös	1	2006.12.01 14:37:00	2006.12.01 16:11:00
Nikó	1	2006.12.01 14:59:00	2006.12.01 15:39:00
Francia	1	2006.12.01 15:44:00	2006.12.01 17:02:00
Csupa sajt	1	2006.12.01 16:26:00	2006.12.01 17:53:00
Kagylós	1	2006.12.01 17:06:00	2006.12.01 18:15:00
Tüzes halál	1	2006.12.01 17:41:00	2006.12.01 19:40:00
Gombás	1	2006.12.01 17:58:00	2006.12.01 20:19:00
Gombás	3	2006.12.01 18:53:00	2006.12.01 21:40:00
Vega	1	2006.12.01 18:55:00	2006.12.01 19:43:00
Barbecue chicken	1	2006.12.01 19:46:00	2006.12.01 20:14:00
Pástétomos	3	2006.12.01 19:53:00	2006.12.01 21:24:00
Nyuszó-Muszó	1	2006.12.01 19:59:00	2006.12.01 22:34:00
Király pizza	1	2006.12.01 20:29:00	2006.12.01 23:35:00
Csupa sajt	2	2006.12.01 21:03:00	2006.12.02 0:02:00
Füstös	1	2006.12.01 21:24:00	2006.12.02 0:19:00
Popey	1	2006.12.01 22:07:00	2006.12.02 1:20:00
Pástétomos	1	2006.12.01 22:36:00	2006.12.01 23:49:00
Betyáros	2	2006.12.01 23:21:00	2006.12.02 1:40:00
Király pizza	1	2006.12.01 23:36:00	2006.12.02 1:53:00
Tenger gyümölcsei	1	2006.12.01 23:52:00	2006.12.02 1:43:00
Hamm	3	2006.12.02 0:08:00	2006.12.02 2:28:00
Ráki	1	2006.12.02 0:10:00	2006.12.02 0:46:00
Ínyenc	3	2006.12.02 0:37:00	2006.12.02 2:07:00
Törperős	3	2006.12.02 0:48:00	2006.12.02 1:52:00
Nordic	1	2006.12.02 1:43:00	2006.12.02 4:06:00
Kagylós	1	2006.12.02 1:55:00	2006.12.02 3:33:00
Góré	1	2006.12.02 2:01:00	2006.12.02 4:12:00
Kiadós	2	2006.12.02 2:15:00	2006.12.02 3:15:00
Szardíniás	3	2006.12.02 2:55:00	2006.12.02 5:34:00
Jobbágy	3	2006.12.02 3:22:00	2006.12.02 4:13:00
Lagúna	1	2006.12.02 3:22:00	2006.12.02 5:18:00
So-ku	1	2006.12.02 4:04:00	2006.12.02 5:29:00
Hawaii	3	2006.12.02 4:30:00	2006.12.02 5:16:00
Szerzetes	1	2006.12.02 4:40:00	2006.12.02 5:44:00
Pástétomos	1	2006.12.02 5:28:00	2006.12.02 5:54:00
Hamm	3	2006.12.02 5:34:00	2006.12.02 7:15:00
Tenger gyümölcsei	1	2006.12.02 6:05:00	2006.12.02 8:25:00
Son-go-ku	1	2006.12.02 6:14:00	2006.12.02 6:54:00
Kagylós	1	2006.12.02 6:17:00	2006.12.02 8:44:00
Mixi	1	2006.12.02 6:20:00	2006.12.02 9:24:00
Juhtúrós	1	2006.12.02 7:17:00	2006.12.02 10:21:00
Hercegnő	1	2006.12.02 7:40:00	2006.12.02 9:40:00
Magvas	1	2006.12.02 7:42:00	2006.12.02 9:42:00
Pipis	1	2006.12.02 7:47:00	2006.12.02 10:25:00
Tenger gyümölcsei	1	2006.12.02 8:22:00	2006.12.02 10:05:00
Góré	1	2006.12.02 9:03:00	2006.12.02 9:52:00
Magvas	1	2006.12.02 9:28:00	2006.12.02 11:01:00
Áfonyás	1	2006.12.02 9:46:00	2006.12.02 12:04:00
Zöldike	1	2006.12.02 10:12:00	2006.12.02 11:51:00
Főnök kedvence	3	2006.12.02 10:17:00	2006.12.02 11:44:00
Görög	1	2006.12.02 10:21:00	2006.12.02 11:13:00
Mamma fia	1	2006.12.02 10:48:00	2006.12.02 11:14:00
Hercegnő	1	2006.12.02 11:31:00	2006.12.02 13:29:00
Tonhalas	1	2006.12.02 12:15:00	2006.12.02 14:43:00
Erős János	2	2006.12.02 12:51:00	2006.12.02 14:35:00
Nordic	1	2006.12.02 13:20:00	2006.12.02 13:47:00
Erős János	1	2006.12.02 13:37:00	2006.12.02 14:12:00
Spanyol	1	2006.12.02 14:33:00	2006.12.02 16:29:00
Juhtúrós	3	2006.12.02 14:33:00	2006.12.02 16:18:00
Pipis	1	2006.12.02 15:07:00	2006.12.02 17:35:00
Son-go-ku	1	2006.12.02 15:31:00	2006.12.02 17:51:00
Gombás	1	2006.12.02 15:45:00	2006.12.02 16:56:00
Erős János	1	2006.12.02 16:43:00	2006.12.02 17:07:00
Juhtúrós	1	2006.12.02 16:48:00	2006.12.02 19:24:00
Király pizza	3	2006.12.02 16:53:00	2006.12.02 18:13:00
Kívánság	3	2006.12.02 17:35:00	2006.12.02 19:12:00
Röfi	1	2006.12.02 17:59:00	2006.12.02 20:52:00
Zöldike	1	2006.12.02 18:24:00	2006.12.02 21:12:00
Barbecue chicken	1	2006.12.02 18:38:00	2006.12.02 21:07:00
Vega	1	2006.12.02 19:35:00	2006.12.02 22:47:00
Szalámis	1	2006.12.02 19:50:00	2006.12.02 20:17:00
Spanyol	2	2006.12.02 20:07:00	2006.12.02 22:40:00
Szőke kapitány	1	2006.12.02 20:48:00	2006.12.02 23:49:00
Caribi	1	2006.12.02 20:56:00	2006.12.02 21:49:00
HamAndEggs	1	2006.12.02 21:35:00	2006.12.03 0:17:00
Áfonyás	1	2006.12.02 22:18:00	2006.12.02 22:40:00
Csupa sajt	1	2006.12.02 23:08:00	2006.12.03 1:46:00
Jobbágy	1	2006.12.02 23:18:00	2006.12.03 0:00:00
Máj Fair Lady	1	2006.12.03 0:05:00	2006.12.03 2:03:00
Country	1	2006.12.03 0:21:00	2006.12.03 1:26:00
Barbecue chicken	3	2006.12.03 1:16:00	2006.12.03 4:21:00
Magyaros	1	2006.12.03 2:11:00	2006.12.03 4:49:00
Frankfurti	1	2006.12.03 2:23:00	2006.12.03 4:42:00
Röfi	1	2006.12.03 3:13:00	2006.12.03 3:36:00
Juhtúrós	1	2006.12.03 3:19:00	2006.12.03 3:41:00
Sonkás	2	2006.12.03 4:11:00	2006.12.03 6:43:00
Füstös	3	2006.12.03 4:53:00	2006.12.03 6:54:00
Főnök kedvence	1	2006.12.03 5:17:00	2006.12.03 8:16:00
Ráki	1	2006.12.03 5:57:00	2006.12.03 8:52:00
Kiadós	2	2006.12.03 6:36:00	2006.12.03 9:23:00
Áfonyás	1	2006.12.03 6:53:00	2006.12.03 9:49:00
Kagylós	3	2006.12.03 6:55:00	2006.12.03 9:12:00
Excellent	1	2006.12.03 7:17:00	2006.12.03 10:06:00
Tüzes halál	1	2006.12.03 7:43:00	2006.12.03 9:11:00
Pacalos	1	2006.12.03 8:29:00	2006.12.03 11:03:00
Csabesz	1	2006.12.03 9:20:00	2006.12.03 10:09:00
Rettenetes magyar	3	2006.12.03 10:15:00	2006.12.03 10:48:00
Nikó	1	2006.12.03 10:52:00	2006.12.03 12:58:00
Excellent	1	2006.12.03 11:38:00	2006.12.03 13:10:00
Röfi	1	2006.12.03 12:11:00	2006.12.03 14:54:00
Magvas	1	2006.12.03 12:27:00	2006.12.03 14:59:00
HamAndEggs	3	2006.12.03 13:12:00	2006.12.03 15:16:00
Tündi kedvence	3	2006.12.03 13:37:00	2006.12.03 15:37:00
Maffiózó	2	2006.12.03 14:09:00	2006.12.03 14:35:00
Főnök kedvence	1	2006.12.03 14:52:00	2006.12.03 16:05:00
Góré	3	2006.12.03 15:19:00	2006.12.03 16:09:00
Mixi	1	2006.12.03 15:54:00	2006.12.03 18:01:00
Lagúna	1	2006.12.03 16:29:00	2006.12.03 18:16:00
Sonkás	3	2006.12.03 17:09:00	2006.12.03 19:04:00
So-ku	1	2006.12.03 17:54:00	2006.12.03 20:37:00
Barbecue chicken	2	2006.12.03 17:56:00	2006.12.03 18:27:00
Góré	1	2006.12.03 18:34:00	2006.12.03 21:13:00
Spencer	2	2006.12.03 19:11:00	2006.12.03 20:41:00
Nyuszó-Muszó	1	2006.12.03 19:59:00	2006.12.03 21:01:00
Nikó	1	2006.12.03 20:55:00	2006.12.04 0:04:00
Szőke kapitány	1	2006.12.03 21:25:00	2006.12.03 22:34:00
Főnök kedvence	1	2006.12.03 21:38:00	2006.12.03 22:07:00
Hamm	1	2006.12.03 21:59:00	2006.12.03 22:41:00
Nordic	1	2006.12.03 22:27:00	2006.12.03 23:36:00
Szőke kapitány	1	2006.12.03 23:13:00	2006.12.04 1:20:00
Szardíniás	1	2006.12.04 0:07:00	2006.12.04 0:49:00
Röfi	1	2006.12.04 1:04:00	2006.12.04 3:02:00
Son-go-ku	1	2006.12.04 1:11:00	2006.12.04 2:29:00
So-ku	3	2006.12.04 2:03:00	2006.12.04 4:34:00
Babos	1	2006.12.04 2:24:00	2006.12.04 5:34:00
Country	1	2006.12.04 2:30:00	2006.12.04 5:09:00
Kétszínű	1	2006.12.04 2:56:00	2006.12.04 3:50:00
Lecsó	1	2006.12.04 3:35:00	2006.12.04 6:28:00
Quattro	1	2006.12.04 3:55:00	2006.12.04 6:07:00
Juhtúrós	2	2006.12.04 4:52:00	2006.12.04 6:00:00
Kagylós	1	2006.12.04 5:31:00	2006.12.04 7:23:00
Hamm	2	2006.12.04 5:41:00	2006.12.04 6:05:00
Kétszínű	3	2006.12.04 5:51:00	2006.12.04 7:43:00
Pacalos	1	2006.12.04 6:33:00	2006.12.04 7:12:00
Maffiózó	1	2006.12.04 7:07:00	2006.12.04 8:13:00
Excellent	1	2006.12.04 7:42:00	2006.12.04 8:42:00
Sonkás	3	2006.12.04 7:53:00	2006.12.04 10:21:00
Pástétomos	1	2006.12.04 8:41:00	2006.12.04 11:09:00
Kiadós	3	2006.12.04 8:44:00	2006.12.04 10:40:00
Törperős	2	2006.12.04 8:47:00	2006.12.04 9:56:00
Erdő kapitánya	3	2006.12.04 9:18:00	2006.12.04 11:21:00
Mamma fia	1	2006.12.04 10:11:00	2006.12.04 10:45:00
Ilike	1	2006.12.04 10:39:00	2006.12.04 13:18:00
Betyáros	1	2006.12.04 11:10:00	2006.12.04 14:14:00
Jobbágy	2	2006.12.04 11:30:00	2006.12.04 13:07:00
Kolbászos	1	2006.12.04 11:35:00	2006.12.04 14:28:00
Kívánság	1	2006.12.04 11:47:00	2006.12.04 12:33:00
Jobbágy	2	2006.12.04 11:57:00	2006.12.04 14:08:00
HamAndEggs	1	2006.12.04 12:18:00	2006.12.04 14:17:00
Tüzes halál	1	2006.12.04 12:49:00	2006.12.04 13:37:00
Nikó	3	2006.12.04 13:20:00	2006.12.04 14:54:00
Zöldike	1	2006.12.04 13:22:00	2006.12.04 14:04:00
Pipis	1	2006.12.04 13:54:00	2006.12.04 16:23:00
Spencer	1	2006.12.04 14:34:00	2006.12.04 17:20:00
Hawaii	1	2006.12.04 15:14:00	2006.12.04 16:29:00
Kívánság	3	2006.12.04 16:00:00	2006.12.04 18:52:00
Szőke kapitány	1	2006.12.04 16:26:00	2006.12.04 19:29:00
Görög	1	2006.12.04 17:19:00	2006.12.04 18:26:00
Rettenetes magyar	1	2006.12.04 17:29:00	2006.12.04 19:28:00
Francia	1	2006.12.04 17:37:00	2006.12.04 18:49:00
Góré	3	2006.12.04 18:32:00	2006.12.04 19:19:00
Erdő kapitánya	1	2006.12.04 19:12:00	2006.12.04 22:10:00
Hamm	3	2006.12.04 19:13:00	2006.12.04 21:20:00
Tündi kedvence	1	2006.12.04 20:09:00	2006.12.04 22:28:00
Popey	1	2006.12.04 20:12:00	2006.12.04 22:28:00
Törperős	1	2006.12.04 20:54:00	2006.12.04 21:29:00
Maffiózó	1	2006.12.04 21:19:00	2006.12.04 23:34:00
HamAndEggs	2	2006.12.04 21:51:00	2006.12.04 23:53:00
Juhtúrós	1	2006.12.04 22:48:00	2006.12.05 1:43:00
Kiadós	1	2006.12.04 23:02:00	2006.12.05 1:37:00
So-ku	1	2006.12.04 23:13:00	2006.12.05 1:28:00
Barbecue chicken	1	2006.12.04 23:18:00	2006.12.05 0:31:00
So-ku	1	2006.12.04 23:27:00	2006.12.05 2:01:00
Sajtos	1	2006.12.04 23:32:00	2006.12.05 1:45:00
Gino	1	2006.12.05 0:22:00	2006.12.05 1:13:00
Csabesz	1	2006.12.05 0:24:00	2006.12.05 3:00:00
Betyáros	3	2006.12.05 1:17:00	2006.12.05 3:39:00
Frankfurti	2	2006.12.05 1:34:00	2006.12.05 2:51:00
Főnök kedvence	1	2006.12.05 2:18:00	2006.12.05 5:29:00
Jázmin álma	1	2006.12.05 2:59:00	2006.12.05 4:50:00
Gyros pizza	1	2006.12.05 3:15:00	2006.12.05 6:15:00
Jobbágy	2	2006.12.05 3:55:00	2006.12.05 5:02:00
Magvas	1	2006.12.05 4:48:00	2006.12.05 7:07:00
Zöldike	1	2006.12.05 5:03:00	2006.12.05 6:17:00
Ráki	1	2006.12.05 5:06:00	2006.12.05 7:07:00
Lagúna	2	2006.12.05 5:49:00	2006.12.05 6:23:00
Erdő kapitánya	1	2006.12.05 6:14:00	2006.12.05 7:27:00
Barbecue chicken	1	2006.12.05 6:24:00	2006.12.05 7:35:00
Hawaii	1	2006.12.05 6:31:00	2006.12.05 7:28:00
Gyros pizza	2	2006.12.05 7:16:00	2006.12.05 7:50:00
Hawaii	1	2006.12.05 7:17:00	2006.12.05 7:38:00
Pástétomos	1	2006.12.05 7:44:00	2006.12.05 9:57:00
Pástétomos	2	2006.12.05 8:11:00	2006.12.05 10:24:00
Szőke kapitány	1	2006.12.05 9:01:00	2006.12.05 9:46:00
Kagylós	1	2006.12.05 9:56:00	2006.12.05 12:46:00
Francia	1	2006.12.05 9:59:00	2006.12.05 10:48:00
Tüzes halál	1	2006.12.05 10:45:00	2006.12.05 13:46:00
Máj Fair Lady	1	2006.12.05 11:01:00	2006.12.05 12:41:00
Excellent	1	2006.12.05 11:55:00	2006.12.05 12:44:00
Tündi kedvence	3	2006.12.05 11:55:00	2006.12.05 13:02:00
Kagylós	1	2006.12.05 12:44:00	2006.12.05 13:28:00
Babos	2	2006.12.05 13:04:00	2006.12.05 16:12:00
Hawaii	3	2006.12.05 13:43:00	2006.12.05 15:27:00
Csabesz	1	2006.12.05 14:09:00	2006.12.05 14:42:00
Jobbágy	1	2006.12.05 14:09:00	2006.12.05 15:32:00
Mamma fia	3	2006.12.05 14:21:00	2006.12.05 16:42:00
Törperős	1	2006.12.05 15:13:00	2006.12.05 15:37:00
Főnök kedvence	1	2006.12.05 15:29:00	2006.12.05 18:19:00
Király pizza	1	2006.12.05 16:25:00	2006.12.05 18:06:00
Magvas	1	2006.12.05 17:10:00	2006.12.05 17:37:00
Sajtos	1	2006.12.05 17:26:00	2006.12.05 19:34:00
Son-go-ku	1	2006.12.05 18:17:00	2006.12.05 20:43:00
Erős János	1	2006.12.05 18:29:00	2006.12.05 20:19:00
Ráki	1	2006.12.05 19:21:00	2006.12.05 20:04:00
Törperős	2	2006.12.05 20:11:00	2006.12.05 22:49:00
Hawaii	1	2006.12.05 20:37:00	2006.12.05 23:14:00
Góré	1	2006.12.05 21:18:00	2006.12.05 23:48:00
Ráki	1	2006.12.05 21:33:00	2006.12.05 22:02:00
Frankfurti	3	2006.12.05 21:36:00	2006.12.05 22:01:00
Röfi	1	2006.12.05 22:28:00	2006.12.06 1:37:00
Kiadós	1	2006.12.05 23:06:00	2006.12.06 0:58:00
Csabesz	2	2006.12.05 23:51:00	2006.12.06 2:45:00
Mamma fia	1	2006.12.06 0:13:00	2006.12.06 1:35:00
Pásztor	1	2006.12.06 0:56:00	2006.12.06 1:57:00
Mexikói	1	2006.12.06 1:51:00	2006.12.06 4:41:00
Máj Fair Lady	1	2006.12.06 2:15:00	2006.12.06 3:20:00
Király pizza	1	2006.12.06 2:37:00	2006.12.06 5:02:00
Tenger gyümölcsei	1	2006.12.06 3:17:00	2006.12.06 4:05:00
Vega	1	2006.12.06 3:35:00	2006.12.06 4:39:00
Tüzes halál	1	2006.12.06 3:52:00	2006.12.06 4:21:00
Country	1	2006.12.06 3:54:00	2006.12.06 7:00:00
Füstös	3	2006.12.06 4:24:00	2006.12.06 5:04:00
Hawaii	3	2006.12.06 4:33:00	2006.12.06 5:16:00
Király pizza	2	2006.12.06 5:27:00	2006.12.06 7:52:00
Excellent	1	2006.12.06 5:28:00	2006.12.06 6:55:00
Pásztor	1	2006.12.06 6:13:00	2006.12.06 7:26:00
Csupa sajt	3	2006.12.06 6:17:00	2006.12.06 6:56:00
Country	1	2006.12.06 6:55:00	2006.12.06 9:02:00
Király pizza	1	2006.12.06 7:19:00	2006.12.06 9:40:00
Spanyol	2	2006.12.06 7:56:00	2006.12.06 10:37:00
Pacalos	1	2006.12.06 8:06:00	2006.12.06 9:55:00
Pipis	1	2006.12.06 8:52:00	2006.12.06 10:45:00
Máj Fair Lady	2	2006.12.06 9:33:00	2006.12.06 10:20:00
Pástétomos	1	2006.12.06 10:06:00	2006.12.06 11:41:00
Jázmin álma	3	2006.12.06 10:28:00	2006.12.06 11:15:00
Hawaii	1	2006.12.06 10:31:00	2006.12.06 11:23:00
Gino	2	2006.12.06 11:24:00	2006.12.06 12:30:00
Füstös	1	2006.12.06 11:30:00	2006.12.06 12:35:00
Quattro	1	2006.12.06 12:01:00	2006.12.06 12:42:00
Tündi kedvence	1	2006.12.06 12:02:00	2006.12.06 12:41:00
Görög	1	2006.12.06 12:44:00	2006.12.06 15:04:00
Spanyol	3	2006.12.06 12:44:00	2006.12.06 15:52:00
Babos	1	2006.12.06 13:15:00	2006.12.06 13:42:00
Gino	1	2006.12.06 13:58:00	2006.12.06 16:33:00
Gyros pizza	2	2006.12.06 14:02:00	2006.12.06 17:02:00
Nikó	1	2006.12.06 14:10:00	2006.12.06 16:15:00
Spencer	1	2006.12.06 14:10:00	2006.12.06 16:23:00
Country	1	2006.12.06 14:33:00	2006.12.06 16:36:00
Szőke kapitány	2	2006.12.06 14:58:00	2006.12.06 15:37:00
Hercegnő	3	2006.12.06 15:25:00	2006.12.06 16:25:00
Erős János	1	2006.12.06 15:39:00	2006.12.06 16:43:00
Nordic	1	2006.12.06 15:50:00	2006.12.06 17:35:00
Jobbágy	1	2006.12.06 16:31:00	2006.12.06 18:29:00
Barbecue chicken	1	2006.12.06 16:57:00	2006.12.06 18:13:00
Zöldike	2	2006.12.06 17:17:00	2006.12.06 20:02:00
Kiadós	3	2006.12.06 17:26:00	2006.12.06 17:58:00
Mixi	1	2006.12.06 17:46:00	2006.12.06 19:51:00
Röfi	1	2006.12.06 18:12:00	2006.12.06 20:54:00
Jázmin álma	1	2006.12.06 19:05:00	2006.12.06 19:45:00
Máj Fair Lady	1	2006.12.06 20:02:00	2006.12.06 21:18:00
Szerzetes	1	2006.12.06 20:03:00	2006.12.06 20:58:00
Tüzes halál	1	2006.12.06 20:24:00	2006.12.06 22:36:00
Francia	1	2006.12.06 21:04:00	2006.12.06 23:27:00
Mixi	2	2006.12.06 21:42:00	2006.12.06 22:54:00
Vega	3	2006.12.06 22:34:00	2006.12.07 1:36:00
Lecsó	1	2006.12.06 22:36:00	2006.12.06 23:02:00
Vega	1	2006.12.06 22:48:00	2006.12.07 1:29:00
HamAndEggs	1	2006.12.06 22:56:00	2006.12.07 0:48:00
Király pizza	1	2006.12.06 23:10:00	2006.12.07 1:05:00
Sonkás	3	2006.12.06 23:53:00	2006.12.07 1:22:00
Quattro	1	2006.12.07 0:39:00	2006.12.07 2:29:00
Hellas	1	2006.12.07 0:58:00	2006.12.07 1:52:00
Füstös	1	2006.12.07 1:25:00	2006.12.07 4:34:00
Hellas	1	2006.12.07 1:40:00	2006.12.07 3:58:00
Barbecue chicken	1	2006.12.07 1:42:00	2006.12.07 3:06:00
Excellent	1	2006.12.07 1:58:00	2006.12.07 3:51:00
Gombás	1	2006.12.07 2:28:00	2006.12.07 3:59:00
Ínyenc	1	2006.12.07 3:06:00	2006.12.07 4:11:00
Vega	1	2006.12.07 3:46:00	2006.12.07 6:57:00
Francia	2	2006.12.07 4:02:00	2006.12.07 6:01:00
Lagúna	1	2006.12.07 4:51:00	2006.12.07 6:09:00
Füstös	1	2006.12.07 5:15:00	2006.12.07 7:16:00
Tündi kedvence	1	2006.12.07 5:24:00	2006.12.07 8:04:00
Hellas	1	2006.12.07 6:07:00	2006.12.07 7:11:00
Sonkás	1	2006.12.07 6:44:00	2006.12.07 8:18:00
Maffiózó	2	2006.12.07 6:52:00	2006.12.07 8:42:00
Hellas	3	2006.12.07 7:27:00	2006.12.07 10:34:00
Sonkás	1	2006.12.07 8:03:00	2006.12.07 9:48:00
Hercegnő	1	2006.12.07 8:09:00	2006.12.07 8:50:00
Jobbágy	1	2006.12.07 8:53:00	2006.12.07 11:59:00
Csupa sajt	1	2006.12.07 9:05:00	2006.12.07 11:31:00
Tüzes halál	2	2006.12.07 9:58:00	2006.12.07 10:30:00
Szardíniás	1	2006.12.07 10:29:00	2006.12.07 11:50:00
HamAndEggs	1	2006.12.07 10:49:00	2006.12.07 11:29:00
Hercegnő	3	2006.12.07 11:07:00	2006.12.07 13:25:00
Tündi kedvence	1	2006.12.07 12:01:00	2006.12.07 15:03:00
Máj Fair Lady	3	2006.12.07 12:50:00	2006.12.07 14:55:00
Kétszínű	2	2006.12.07 13:23:00	2006.12.07 14:44:00
Tüzes halál	1	2006.12.07 14:10:00	2006.12.07 15:54:00
Spencer	1	2006.12.07 14:38:00	2006.12.07 16:33:00
Sajtos	1	2006.12.07 15:15:00	2006.12.07 18:23:00
Magvas	1	2006.12.07 15:46:00	2006.12.07 16:48:00
Góré	1	2006.12.07 15:50:00	2006.12.07 16:28:00
Erdő kapitánya	1	2006.12.07 16:32:00	2006.12.07 18:22:00
